44a - Proportion of seats held by women in national parliament

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of seats held by women in national parliament,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,2017,Female,-,-,-,13.0435,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,740,Suriname,2017,Female,-,-,-,25.4902,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,780,Trinidad and Tobago,2017,Female,-,-,-,30.9524,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,858,Uruguay,2017,Female,-,-,-,20.202,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2017,Female,-,-,-,22.1557,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Caucasus and Central Asia,31,Azerbaijan,2017,Female,-,-,-,16.8,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Caucasus and Central Asia,51,Armenia,2017,Female,-,-,-,9.9237,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Caucasus and Central Asia,268,Georgia,2017,Female,-,-,-,16,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Caucasus and Central Asia,398,Kazakhstan,2017,Female,-,-,-,27.1028,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Caucasus and Central Asia,417,Kyrgyzstan,2017,Female,-,-,-,19.1667,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Caucasus and Central Asia,762,Tajikistan,2017,Female,-,-,-,19.0476,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Caucasus and Central Asia,795,Turkmenistan,2017,Female,-,-,-,25.8065,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Caucasus and Central Asia,860,Uzbekistan,2017,Female,-,-,-,16,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,48,Bahrain,2017,Female,-,-,-,7.5,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,368,Iraq,2017,Female,-,-,-,25.3049,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,400,Jordan,2017,Female,-,-,-,15.3846,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,414,Kuwait,2017,Female,-,-,-,3.0769,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,422,Lebanon,2017,Female,-,-,-,3.125,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,512,Oman,2017,Female,-,-,-,1.1765,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,634,Qatar,2017,Female,-,-,-,0,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,682,Saudi Arabia,2017,Female,-,-,-,19.8675,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,760,Syrian Arab Republic,2017,Female,-,-,-,13.2,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,784,United Arab Emirates,2017,Female,-,-,-,20,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,792,Turkey,2017,Female,-,-,-,14.9091,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Western Asia,887,Yemen,2017,Female,-,-,-,0,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,96,Brunei Darussalam,2017,Female,-,-,-,9.0909,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,104,Myanmar,2017,Female,-,-,-,10.1617,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,116,Cambodia,2017,Female,-,-,-,20.3252,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,360,Indonesia,2017,Female,-,-,-,19.8214,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,-,-,-,27.5168,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,458,Malaysia,2017,Female,-,-,-,10.3604,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,608,Philippines,2017,Female,-,-,-,29.4521,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,626,Timor-Leste,2017,Female,-,-,-,38.4615,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,702,Singapore,2017,Female,-,-,-,23.7624,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,704,Viet Nam,2017,Female,-,-,-,26.7206,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,South-eastern Asia,764,Thailand,2017,Female,-,-,-,4.8583,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Eastern Asia,156,China,2017,Female,-,-,-,23.703,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Eastern Asia,408,Democratic People's Republic of Korea,2017,Female,-,-,-,16.3028,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Eastern Asia,410,Republic of Korea,2017,Female,-,-,-,17,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,Eastern Asia,496,Mongolia,2017,Female,-,-,-,17.1053,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,53,-,2017,Female,-,-,-,31.1111,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,29,-,2017,Female,-,-,-,33.8005,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,13,-,2017,Female,-,-,-,33.066,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,62,-,2017,Female,-,-,-,18.5332,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,143,-,2017,Female,-,-,-,21.2766,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,14,-,2017,Female,-,-,-,29.695,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,753,-,2017,Female,-,-,-,20.0527,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,30,-,2017,Female,-,-,-,20.4814,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,151,-,2017,Female,-,-,-,19.4215,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,150,-,2017,Female,-,-,-,28.0193,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,513,-,2017,Female,-,-,-,27.5756,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,432,-,2017,Female,-,-,-,25.871,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,419,-,2017,Female,-,-,-,29.4076,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,199,-,2017,Female,-,-,-,23.2337,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,54,-,2017,Female,-,-,-,4.5627,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,57,-,2017,Female,-,-,-,7.8125,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,17,-,2017,Female,-,-,-,17.4447,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,15,-,2017,Female,-,-,-,23.8179,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,747,-,2017,Female,-,-,-,18.4301,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,21,-,2017,Female,-,-,-,22.2078,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,154,-,2017,Female,-,-,-,33.3175,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,9,-,2017,Female,-,-,-,15.0266,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,543,-,2017,Female,-,-,-,6.0166,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,61,-,2017,Female,-,-,-,7.6923,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,722,-,2017,Female,-,-,-,23.9236,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,5,-,2017,Female,-,-,-,24.4919,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,35,-,2017,Female,-,-,-,19.3453,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,18,-,2017,Female,-,-,-,33.4225,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,34,-,2017,Female,-,-,-,17.9647,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,39,-,2017,Female,-,-,-,29.4025,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,202,-,2017,Female,-,-,-,23.7273,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,11,-,2017,Female,-,-,-,14.8782,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,145,-,2017,Female,-,-,-,13.8022,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,155,-,2017,Female,-,-,-,32.1161,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,1,-,2017,Female,-,-,-,23.38808,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,135,-,2017,Female,-,-,-,18.3505,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,514,-,2017,Female,-,-,-,26.8217,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,518,-,2017,Female,-,-,-,21.8096,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,746,-,2017,Female,-,-,-,22.282,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,738,-,2017,Female,-,-,-,24.0448,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,485,-,2017,Female,-,-,-,12.8069,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
Proportion of seats held by women in national parliament,-,142,-,2017,Female,-,-,-,18.4092,-,-,Percentage,Country data,-,Annual data as of 1 Feb of given year.,-,-,-,-
